Date,machine_hours,idle_percentage,operating_percentage,total_fuel,gal_hour,Shovel
2025-03-25,11.274,10.0,90.0,41.3749,3.6699,CAT MOTO
2025-03-24,10.855,16.0,84.0,36.6251,3.374,CAT MOTO
2025-03-23,7.046,13.0,87.0,25.7499,3.6545,CAT MOTO
2025-03-22,13.298,15.0,85.0,41.875,3.149,CAT MOTO
2025-03-21,11.187,12.0,88.0,43.4999,3.8884,CAT MOTO
2025-03-20,9.823,11.0,89.0,36.0,3.6649,CAT MOTO
2025-03-19,7.297,11.0,89.0,26.25,3.5974,CAT MOTO
2025-03-18,10.507,17.0,83.0,35.1248,3.343,CAT MOTO
2025-03-17,11.348,13.0,87.0,40.1251,3.5359,CAT MOTO
2025-03-16,6.066,16.0,84.0,21.4999,3.5443,CAT MOTO
2025-03-15,13.742,17.0,83.0,42.6249,3.1018,CAT MOTO
2025-03-14,13.421,14.0,86.0,44.1249,3.2878,CAT MOTO
2025-03-13,13.66,18.0,82.0,48.75,3.5688,CAT MOTO
2025-03-12,14.288,18.0,82.0,40.25,2.8171,CAT MOTO
2025-03-11,14.435,15.0,85.0,48.3749,3.3512,CAT MOTO
2025-03-10,12.356,15.0,85.0,43.125,3.4902,CAT MOTO
2025-03-09,11.415,19.0,81.0,39.75,3.4823,CAT MOTO
2025-03-08,17.128,16.0,84.0,56.75,3.3133,CAT MOTO
2025-03-07,14.724,14.0,86.0,54.3751,3.693,CAT MOTO
2025-03-06,13.013,13.0,87.0,46.9999,3.6118,CAT MOTO
2025-03-05,13.527,14.0,86.0,43.875,3.2435,CAT MOTO
2025-03-04,14.744,9.0,91.0,52.375,3.5523,CAT MOTO
2025-03-03,13.34,16.0,84.0,44.5,3.3358,CAT MOTO
2025-03-02,8.732,13.0,87.0,31.75,3.6361,CAT MOTO
2025-03-01,11.008,16.0,84.0,39.0,3.5429,CAT MOTO
2025-02-28,9.099,15.0,85.0,30.8751,3.3932,CAT MOTO
2025-02-27,10.349,19.0,81.0,35.6249,3.4423,CAT MOTO
2025-02-26,12.318,19.0,81.0,42.7499,3.4705,CAT MOTO
2025-02-25,11.038,13.0,87.0,43.125,3.907,CAT MOTO
2025-02-24,7.634,22.0,78.0,25.1249,3.2912,CAT MOTO
2025-02-23,7.252,14.0,86.0,24.125,3.3267,CAT MOTO
2025-02-22,8.513,19.0,81.0,27.5,3.2303,CAT MOTO
2025-02-21,11.225,15.0,85.0,37.8749,3.3742,CAT MOTO
2025-02-20,10.078,9.0,91.0,34.5001,3.4233,CAT MOTO
2025-02-19,9.4,15.0,85.0,31.9999,3.4043,CAT MOTO
2025-02-18,8.056,12.0,88.0,27.2499,3.3826,CAT MOTO
2025-02-17,9.693,14.0,86.0,33.4999,3.4561,CAT MOTO
2025-02-16,11.09,22.0,78.0,35.375,3.1898,CAT MOTO
2025-02-15,12.214,23.0,77.0,40.375,3.3056,CAT MOTO
2025-02-14,12.658,21.0,79.0,39.75,3.1403,CAT MOTO
2025-02-13,6.758,13.0,87.0,21.0001,3.1074,CAT MOTO
2025-02-12,6.201,19.0,81.0,16.875,2.7213,CAT MOTO
2025-02-11,11.336,20.0,80.0,37.3751,3.297,CAT MOTO
2025-02-10,8.782,11.0,89.0,35.7499,4.0708,CAT MOTO
2025-02-09,15.053,20.0,80.0,43.125,2.8649,CAT MOTO
2025-02-08,15.519,16.0,84.0,56.0,3.6085,CAT MOTO
2025-02-07,17.401,16.0,84.0,50.1251,2.8806,CAT MOTO
2025-02-06,12.319,19.0,81.0,40.375,3.2774,CAT MOTO
2025-02-05,14.604,13.0,87.0,45.7498,3.1327,CAT MOTO
2025-02-04,16.762,20.0,80.0,56.1249,3.3484,CAT MOTO
2025-02-03,12.449,16.0,84.0,33.0001,2.6508,CAT MOTO
2025-02-02,7.63,25.0,75.0,19.4999,2.5557,CAT MOTO
2025-02-01,11.8,21.0,79.0,36.3749,3.0826,CAT MOTO
2025-01-31,9.981,24.0,76.0,27.5,2.7552,CAT MOTO
2025-01-30,11.176,13.0,87.0,36.2499,3.2436,CAT MOTO
2025-01-29,11.98,18.0,82.0,36.0,3.005,CAT MOTO
2025-01-28,7.014,24.0,76.0,22.3748,3.19,CAT MOTO
2025-01-27,13.042,20.0,80.0,40.8751,3.1341,CAT MOTO
2025-01-26,5.899,20.0,80.0,17.5001,2.9666,CAT MOTO
2025-01-25,12.787,29.0,71.0,42.7499,3.3432,CAT MOTO
2025-01-24,10.313,8.0,92.0,34.3751,3.3332,CAT MOTO
2025-01-23,5.338,32.0,68.0,15.625,2.9271,CAT MOTO
2025-01-22,10.945,19.0,81.0,35.6249,3.2549,CAT MOTO
2025-01-21,9.883,10.0,90.0,33.1251,3.3517,CAT MOTO
2025-01-20,11.531,18.0,82.0,35.8751,3.1112,CAT MOTO
2025-01-19,13.716,9.0,91.0,48.6248,3.5451,CAT MOTO
2025-01-18,9.407,27.0,73.0,29.75,3.1625,CAT MOTO
2025-01-17,5.492,19.0,81.0,20.1249,3.6644,CAT MOTO
2025-01-16,12.874,23.0,77.0,39.0,3.0294,CAT MOTO
2025-01-15,10.783,15.0,85.0,37.2501,3.4545,CAT MOTO
2025-01-14,14.129,29.0,71.0,40.7499,2.8841,CAT MOTO
2025-01-13,11.771,22.0,78.0,38.6251,3.2814,CAT MOTO
2025-01-12,6.593,29.0,71.0,19.4999,2.9577,CAT MOTO
2025-01-11,18.189,34.0,66.0,48.0001,2.639,CAT MOTO
2025-01-10,10.886,34.0,66.0,43.7501,4.0189,CAT MOTO
2025-01-09,16.391,32.0,68.0,33.375,2.0362,CAT MOTO
2025-01-08,15.313,17.0,83.0,50.875,3.3223,CAT MOTO
2025-01-07,11.729,21.0,79.0,36.6251,3.1226,CAT MOTO
2025-01-06,10.021,17.0,83.0,37.5,3.7422,CAT MOTO
2025-01-05,7.815,13.0,87.0,29.125,3.7268,CAT MOTO
2025-01-04,5.492,19.0,81.0,19.4999,3.5506,CAT MOTO
2025-01-03,9.079,19.0,81.0,31.125,3.4282,CAT MOTO
2025-01-02,3.721,20.0,80.0,12.875,3.4601,CAT MOTO
2025-05-10,10.333,28.0,72.0,28.4999,2.7581,CAT 320-1
2025-05-09,9.659,30.0,70.0,24.125,2.4977,CAT 320-1
2025-05-08,6.058,26.0,74.0,16.7501,2.765,CAT 320-1
2025-05-06,3.953,25.0,75.0,10.0,2.5297,CAT 320-1
2025-05-05,8.518,20.0,80.0,24.3749,2.8616,CAT 320-1
2025-05-04,2.845,40.0,60.0,5.5001,1.9332,CAT 320-1
2025-05-03,6.894,18.0,82.0,21.6249,3.1368,CAT 320-1
2025-05-02,8.039,9.0,91.0,29.8749,3.7162,CAT 320-1
2025-05-01,12.174,26.0,74.0,32.5,2.6696,CAT 320-1
2025-04-30,7.628,20.0,80.0,20.7499,2.7202,CAT 320-1
2025-04-28,0.827,54.0,46.0,1.6249,1.9648,CAT 320-1
2025-04-27,2.519,8.0,92.0,7.0,2.7789,CAT 320-1
2025-04-26,5.055,13.0,87.0,13.375,2.6459,CAT 320-1
2025-04-25,16.677,24.0,76.0,42.5,2.5484,CAT 320-1
2025-04-24,8.998,23.0,77.0,23.8751,2.6534,CAT 320-1
2025-04-23,5.587,26.0,74.0,14.0001,2.5058,CAT 320-1
2025-04-22,7.889,28.0,72.0,18.8751,2.3926,CAT 320-1
2025-04-21,7.686,44.0,56.0,15.0,1.9516,CAT 320-1
2025-04-20,9.297,18.0,82.0,24.6251,2.6487,CAT 320-1
2025-04-19,8.995,18.0,82.0,24.0,2.6682,CAT 320-1
2025-04-18,9.285,21.0,79.0,23.375,2.5175,CAT 320-1
2025-04-17,9.179,16.0,84.0,27.1249,2.9551,CAT 320-1
2025-04-16,9.269,20.0,80.0,24.6251,2.6567,CAT 320-1
2025-04-15,8.818,33.0,67.0,21.6249,2.4524,CAT 320-1
2025-04-14,8.646,19.0,81.0,25.6249,2.9638,CAT 320-1
2025-04-13,11.294,19.0,81.0,31.9999,2.8334,CAT 320-1
2025-04-12,18.356,19.0,81.0,52.2501,2.8465,CAT 320-1
2025-04-11,10.343,27.0,73.0,26.4999,2.5621,CAT 320-1
2025-04-10,8.012,22.0,78.0,21.7501,2.7147,CAT 320-1
2025-04-09,17.815,26.0,74.0,48.4999,2.7224,CAT 320-1
2025-04-08,9.04,14.0,86.0,25.1249,2.7793,CAT 320-1
2025-04-07,11.338,23.0,77.0,28.8751,2.5468,CAT 320-1
2025-04-06,10.537,18.0,82.0,29.625,2.8115,CAT 320-1
2025-04-05,14.154,19.0,81.0,39.2499,2.7731,CAT 320-1
2025-04-04,6.99,14.0,86.0,22.1249,3.1652,CAT 320-1
2025-04-02,5.117,18.0,82.0,14.25,2.7848,CAT 320-1
2025-04-01,14.939,27.0,73.0,39.0,2.6106,CAT 320-1
2025-03-31,5.017,12.0,88.0,16.25,3.239,CAT 320-1
2025-03-30,7.152,38.0,62.0,16.7501,2.342,CAT 320-1
2025-03-29,9.386,30.0,70.0,26.4999,2.8233,CAT 320-1
2025-03-28,10.599,36.0,64.0,26.7501,2.5238,CAT 320-1
2025-03-27,16.855,26.0,74.0,44.1249,2.6179,CAT 320-1
2025-03-26,20.674,25.0,75.0,54.625,2.6422,CAT 320-1
2025-03-25,10.944,24.0,76.0,30.6249,2.7983,CAT 320-1
2025-03-24,12.443,28.0,72.0,32.2499,2.5918,CAT 320-1
2025-03-23,12.88,18.0,82.0,34.9999,2.7174,CAT 320-1
2025-03-22,15.351,16.0,84.0,38.4999,2.508,CAT 320-1
2025-03-21,12.469,20.0,80.0,33.375,2.6766,CAT 320-1
2025-03-20,11.746,20.0,80.0,31.0001,2.6392,CAT 320-1
2025-03-19,9.459,24.0,76.0,24.2499,2.5637,CAT 320-1
2025-03-18,8.888,25.0,75.0,23.25,2.6159,CAT 320-1
2025-03-17,11.643,22.0,78.0,31.25,2.684,CAT 320-1
2025-03-16,5.43,17.0,83.0,16.6251,3.0617,CAT 320-1
2025-03-15,20.455,20.0,80.0,61.1249,2.9883,CAT 320-1
2025-03-14,16.378,27.0,73.0,44.8749,2.7399,CAT 320-1
2025-03-13,8.975,25.0,75.0,23.375,2.6044,CAT 320-1
2025-03-12,18.237,22.0,78.0,51.9999,2.8513,CAT 320-1
2025-03-11,12.572,20.0,80.0,34.5001,2.7442,CAT 320-1
2025-03-10,13.011,25.0,75.0,34.3749,2.642,CAT 320-1
2025-03-09,11.269,17.0,83.0,33.875,3.006,CAT 320-1
2025-03-08,9.846,34.0,66.0,26.25,2.6661,CAT 320-1
2025-03-07,12.68,22.0,78.0,39.625,3.125,CAT 320-1
2025-03-06,16.178,30.0,70.0,44.8749,2.7738,CAT 320-1
2025-03-05,9.206,43.0,57.0,21.7501,2.3626,CAT 320-1
2025-03-04,14.325,32.0,68.0,38.25,2.6701,CAT 320-1
2025-03-03,9.656,32.0,68.0,25.5,2.6408,CAT 320-1
2025-03-02,13.717,23.0,77.0,38.3749,2.7976,CAT 320-1
2025-03-01,16.615,29.0,71.0,42.5,2.5579,CAT 320-1
2025-02-28,11.24,19.0,81.0,32.8749,2.9248,CAT 320-1
2025-02-27,17.971,19.0,81.0,50.875,2.8309,CAT 320-1
2025-02-26,17.879,18.0,82.0,51.3751,2.8735,CAT 320-1
2025-02-25,8.547,26.0,74.0,24.125,2.8226,CAT 320-1
2025-02-24,11.184,18.0,82.0,33.25,2.973,CAT 320-1
2025-02-23,16.51,19.0,81.0,47.5,2.877,CAT 320-1
2025-02-22,11.489,15.0,85.0,33.875,2.9485,CAT 320-1
2025-02-21,10.964,22.0,78.0,31.25,2.8502,CAT 320-1
2025-02-20,14.118,11.0,89.0,42.8749,3.0369,CAT 320-1
2025-02-19,11.938,16.0,84.0,34.0,2.848,CAT 320-1
2025-02-18,16.712,16.0,84.0,53.4998,3.2013,CAT 320-1
2025-02-17,10.87,14.0,86.0,31.875,2.9324,CAT 320-1
2025-02-16,9.865,18.0,82.0,27.2499,2.7623,CAT 320-1
2025-02-15,4.697,13.0,87.0,16.6249,3.5395,CAT 320-1
2025-02-14,9.497,26.0,74.0,27.625,2.9088,CAT 320-1
2025-02-13,8.545,18.0,82.0,24.5001,2.8672,CAT 320-1
2025-02-12,13.127,22.0,78.0,38.7501,2.9519,CAT 320-1
2025-02-11,8.79,28.0,72.0,25.7499,2.9295,CAT 320-1
2025-02-10,6.314,17.0,83.0,22.625,3.5833,CAT 320-1
2025-02-09,14.486,14.0,86.0,50.7501,3.5034,CAT 320-1
2025-02-08,15.406,32.0,68.0,43.125,2.7992,CAT 320-1
2025-02-07,18.006,20.0,80.0,58.2499,3.235,CAT 320-1
2025-02-06,18.365,20.0,80.0,53.875,2.9336,CAT 320-1
2025-02-05,12.188,13.0,87.0,37.8749,3.1076,CAT 320-1
2025-02-04,7.912,43.0,57.0,17.9999,2.275,CAT 320-1
2025-02-03,11.31,27.0,73.0,31.25,2.763,CAT 320-1
2025-02-02,17.582,20.0,80.0,52.6249,2.9931,CAT 320-1
2025-02-01,17.038,23.0,77.0,49.5,2.9053,CAT 320-1
2025-01-31,19.993,27.0,73.0,56.8749,2.8447,CAT 320-1
2025-01-30,15.758,23.0,77.0,46.3749,2.9429,CAT 320-1
2025-01-29,18.227,22.0,78.0,51.625,2.8323,CAT 320-1
2025-01-28,18.827,19.0,81.0,54.8749,2.9147,CAT 320-1
2025-01-27,9.478,18.0,82.0,29.625,3.1257,CAT 320-1
2025-01-26,12.348,9.0,91.0,39.5001,3.1989,CAT 320-1
2025-01-25,11.366,13.0,87.0,37.3751,3.2883,CAT 320-1
2025-01-24,19.568,17.0,83.0,59.375,3.0343,CAT 320-1
2025-01-23,13.05,18.0,82.0,41.125,3.1513,CAT 320-1
2025-01-22,23.497,12.0,88.0,76.9998,3.277,CAT 320-1
2025-01-21,16.664,16.0,84.0,49.2501,2.9555,CAT 320-1
2025-01-20,9.429,14.0,86.0,31.25,3.3142,CAT 320-1
2025-01-19,15.253,17.0,83.0,61.7499,4.0484,CAT 320-1
2025-01-18,23.052,12.0,88.0,63.75,2.7655,CAT 320-1
2025-01-17,19.26,17.0,83.0,61.7499,3.2061,CAT 320-1
2025-01-16,18.342,12.0,88.0,62.875,3.4279,CAT 320-1
2025-01-15,18.679,11.0,89.0,62.875,3.3661,CAT 320-1
2025-01-14,15.459,13.0,87.0,50.25,3.2505,CAT 320-1
2025-01-13,9.661,12.0,88.0,32.5,3.364,CAT 320-1
2025-01-12,16.88,14.0,86.0,55.4999,3.2879,CAT 320-1
2025-01-11,17.301,14.0,86.0,56.75,3.2801,CAT 320-1
2025-01-10,18.2,16.0,84.0,58.5001,3.2143,CAT 320-1
2025-01-09,17.521,16.0,84.0,56.1249,3.2033,CAT 320-1
2025-01-08,13.569,7.0,93.0,48.0001,3.5375,CAT 320-1
2025-01-07,14.744,14.0,86.0,48.9999,3.3234,CAT 320-1
2025-01-06,12.831,18.0,82.0,43.125,3.361,CAT 320-1
2025-01-05,8.333,26.0,74.0,25.1249,3.0151,CAT 320-1
2025-01-04,9.278,13.0,87.0,30.375,3.2739,CAT 320-1
2025-01-03,5.522,17.0,83.0,19.0,3.4408,CAT 320-1
2025-01-02,4.288,29.0,71.0,12.625,2.9443,CAT 320-1
2024-12-29,5.166,15.0,85.0,19.125,3.7021,CAT MOTO
2024-12-28,13.138,8.0,92.0,45.6249,3.4728,CAT MOTO
2024-12-27,12.021,23.0,77.0,38.4999,3.2027,CAT MOTO
2024-12-26,11.313,30.0,70.0,34.75,3.0717,CAT MOTO
2024-12-25,9.539,24.0,76.0,30.375,3.1843,CAT MOTO
2024-12-24,10.837,30.0,70.0,31.25,2.8836,CAT MOTO
2024-12-23,9.847,36.0,64.0,26.25,2.6658,CAT MOTO
2024-12-22,18.176,40.0,60.0,57.7498,3.1772,CAT MOTO
2024-12-21,13.937,32.0,68.0,40.6249,2.9149,CAT MOTO
2024-12-20,14.206,17.0,83.0,36.0,2.5341,CAT MOTO
2024-12-19,11.348,16.0,84.0,40.1251,3.5359,CAT MOTO
2024-12-18,14.873,25.0,75.0,56.0,3.7652,CAT MOTO
2024-12-17,5.66,19.0,81.0,9.25,1.6343,CAT MOTO
2024-12-15,0.629,64.0,36.0,0.625,0.9937,CAT MOTO
2024-12-14,19.979,20.0,80.0,65.4999,3.2784,CAT MOTO
2024-12-13,1.275,16.0,84.0,0.2499,0.196,CAT MOTO
2024-12-10,16.352,20.0,80.0,61.8749,3.7839,CAT MOTO
2024-12-09,12.554,9.0,91.0,38.25,3.0468,CAT MOTO
2024-12-08,9.731,12.0,88.0,37.7499,3.8793,CAT MOTO
2024-12-07,11.393,17.0,83.0,42.375,3.7194,CAT MOTO
2024-12-06,12.814,16.0,84.0,46.125,3.5996,CAT MOTO
2024-12-05,11.657,17.0,83.0,39.625,3.3992,CAT MOTO
2024-12-04,13.356,30.0,70.0,50.6249,3.7904,CAT MOTO
2024-12-03,12.028,15.0,85.0,31.3749,2.6085,CAT MOTO
2024-12-02,13.074,18.0,82.0,47.2501,3.6141,CAT MOTO
2024-12-01,7.649,35.0,65.0,22.75,2.9742,CAT MOTO
2024-11-30,12.117,17.0,83.0,39.3751,3.2496,CAT MOTO
2024-11-29,6.204,13.0,87.0,22.9999,3.7073,CAT MOTO
2024-11-28,3.113,19.0,81.0,11.1251,3.5737,CAT MOTO
2024-11-27,10.923,27.0,73.0,34.2499,3.1356,CAT MOTO
2024-11-26,8.334,29.0,71.0,26.4999,3.1797,CAT MOTO
2024-11-25,11.836,16.0,84.0,41.0,3.464,CAT MOTO
2024-11-24,8.007,14.0,86.0,31.25,3.9028,CAT MOTO
2024-11-23,7.703,16.0,84.0,26.0001,3.3753,CAT MOTO
2024-11-22,8.586,29.0,71.0,26.7501,3.1155,CAT MOTO
2024-11-21,14.436,24.0,76.0,48.125,3.3337,CAT MOTO
2024-11-20,13.184,17.0,83.0,47.8748,3.6313,CAT MOTO
2024-11-19,16.363,22.0,78.0,53.6251,3.2772,CAT MOTO
2024-11-18,9.922,21.0,79.0,32.7499,3.3007,CAT MOTO
2024-11-17,7.095,15.0,85.0,25.375,3.5765,CAT MOTO
2024-11-16,10.617,9.0,91.0,42.2501,3.9795,CAT MOTO
2024-11-15,7.006,13.0,87.0,26.6251,3.8003,CAT MOTO
2024-11-14,11.442,17.0,83.0,40.25,3.5177,CAT MOTO
2024-11-13,11.848,22.0,78.0,38.3749,3.2389,CAT MOTO
2024-11-12,9.655,13.0,87.0,37.1249,3.8452,CAT MOTO
2024-11-11,7.285,20.0,80.0,26.25,3.6033,CAT MOTO
2024-11-10,6.603,23.0,77.0,20.7499,3.1425,CAT MOTO
2024-11-09,8.336,19.0,81.0,29.125,3.4939,CAT MOTO
2024-11-08,7.253,17.0,83.0,24.6251,3.3952,CAT MOTO
2024-11-07,7.759,19.0,81.0,27.5,3.5443,CAT MOTO
2024-11-06,8.131,12.0,88.0,29.0,3.5666,CAT MOTO
2024-11-05,8.953,16.0,84.0,32.625,3.644,CAT MOTO
2024-11-04,9.014,21.0,79.0,31.3749,3.4807,CAT MOTO
2024-11-03,8.86,21.0,79.0,27.2499,3.0756,CAT MOTO
2024-11-02,8.519,9.0,91.0,29.5001,3.4628,CAT MOTO
2024-11-01,9.129,18.0,82.0,27.8749,3.0535,CAT MOTO
2024-10-31,8.048,20.0,80.0,26.875,3.3393,CAT MOTO
2024-10-30,9.684,15.0,85.0,33.7501,3.4851,CAT MOTO
2024-10-29,9.191,14.0,86.0,28.7501,3.1281,CAT MOTO
2024-10-28,9.338,20.0,80.0,28.8751,3.0922,CAT MOTO
2024-10-27,7.123,13.0,87.0,23.4999,3.2992,CAT MOTO
2024-10-26,8.968,11.0,89.0,31.75,3.5404,CAT MOTO
2024-10-25,10.242,12.0,88.0,33.375,3.2586,CAT MOTO
2024-10-24,8.361,19.0,81.0,28.6249,3.4236,CAT MOTO
2024-10-23,9.505,12.0,88.0,32.2499,3.3929,CAT MOTO
2024-10-22,7.401,15.0,85.0,26.3749,3.5637,CAT MOTO
2024-10-21,5.114,19.0,81.0,16.875,3.2998,CAT MOTO
2024-10-20,8.533,18.0,82.0,28.6249,3.3546,CAT MOTO
2024-10-19,8.411,16.0,84.0,27.0,3.2101,CAT MOTO
2024-10-18,10.124,28.0,72.0,29.0,2.8645,CAT MOTO
2024-10-17,11.852,11.0,89.0,40.1251,3.3855,CAT MOTO
2024-10-16,9.737,16.0,84.0,34.0,3.4918,CAT MOTO
2024-10-15,6.829,6.0,94.0,27.7499,4.0635,CAT MOTO
2024-10-14,9.095,9.0,91.0,31.6248,3.4772,CAT MOTO
2024-10-13,9.884,8.0,92.0,30.6249,3.0984,CAT MOTO
2024-10-12,9.471,8.0,92.0,31.3749,3.3127,CAT MOTO
2024-10-11,4.291,10.0,90.0,15.625,3.6413,CAT MOTO
2024-10-10,5.63,15.0,85.0,20.5,3.6412,CAT MOTO
2024-10-09,10.402,13.0,87.0,34.9999,3.3647,CAT MOTO
2024-10-08,7.08,14.0,86.0,24.6251,3.4781,CAT MOTO
2024-10-07,6.853,17.0,83.0,22.9999,3.3562,CAT MOTO
2024-10-06,6.887,8.0,92.0,27.7499,4.0293,CAT MOTO
2024-10-05,8.641,14.0,86.0,30.8751,3.5731,CAT MOTO
2024-10-04,7.755,14.0,86.0,28.1251,3.6267,CAT MOTO
2024-10-03,9.919,27.0,73.0,29.625,2.9867,CAT MOTO
2024-10-02,11.638,11.0,89.0,37.2498,3.2007,CAT MOTO
2024-10-01,6.626,17.0,83.0,21.6249,3.2636,CAT MOTO
2024-09-30,9.053,6.0,94.0,35.5,3.9213,CAT MOTO
2024-09-29,1.997,20.0,80.0,7.4998,3.7555,CAT MOTO
2024-09-28,6.296,14.0,86.0,29.625,4.7054,CAT MOTO
2024-09-27,8.964,17.0,83.0,22.0,2.4543,CAT MOTO
2024-09-26,7.004,22.0,78.0,23.1251,3.3017,CAT MOTO
2024-09-25,9.976,10.0,90.0,34.1249,3.4207,CAT MOTO
2024-09-24,12.616,11.0,89.0,44.8749,3.557,CAT MOTO
2024-09-23,8.031,19.0,81.0,27.2499,3.3931,CAT MOTO
2024-09-22,9.592,18.0,82.0,31.4999,3.284,CAT MOTO
2024-09-21,9.417,7.0,93.0,37.3751,3.9689,CAT MOTO
2024-09-20,9.519,7.0,93.0,40.6249,4.2678,CAT MOTO
2024-09-19,7.01,11.0,89.0,25.5,3.6376,CAT MOTO
2024-09-18,8.863,14.0,86.0,29.3749,3.3143,CAT MOTO
2024-09-17,9.43,10.0,90.0,34.3751,3.6453,CAT MOTO
2024-09-16,4.498,27.0,73.0,13.1249,2.9179,CAT MOTO
2024-09-15,8.134,24.0,76.0,26.25,3.2272,CAT MOTO
2024-09-14,10.322,16.0,84.0,33.1251,3.2092,CAT MOTO
2024-09-13,11.035,12.0,88.0,39.1249,3.5455,CAT MOTO
2024-09-12,7.247,15.0,85.0,22.1249,3.053,CAT MOTO
2024-09-11,8.485,21.0,79.0,28.25,3.3294,CAT MOTO
2024-09-10,9.79,12.0,88.0,38.0001,3.8815,CAT MOTO
2024-09-09,8.141,25.0,75.0,25.5,3.1323,CAT MOTO
2024-09-08,9.598,9.0,91.0,35.5,3.6987,CAT MOTO
2024-09-07,6.55,23.0,77.0,19.875,3.0344,CAT MOTO
2024-09-06,6.688,19.0,81.0,24.6251,3.682,CAT MOTO
2024-09-05,7.359,13.0,87.0,28.4999,3.8728,CAT MOTO
2024-09-04,5.633,28.0,72.0,17.5001,3.1067,CAT MOTO
2024-09-03,11.392,8.0,92.0,38.3749,3.3686,CAT MOTO
2024-09-02,647.889,15.0,85.0,2235.8736,3.451,CAT MOTO
2024-05-22,1.987,8.0,92.0,7.9999,4.0261,CAT MOTO
2024-05-21,2.714,11.0,89.0,12.2499,4.5136,CAT MOTO
2024-05-20,0.698,29.0,71.0,2.25,3.2234,CAT MOTO
2024-05-19,4.554,15.0,85.0,14.4999,3.184,CAT MOTO
2024-05-18,6.862,25.0,75.0,21.4999,3.1332,CAT MOTO
2024-05-17,7.726,10.0,90.0,29.3749,3.8021,CAT MOTO
2024-05-16,8.257,15.0,85.0,29.75,3.603,CAT MOTO
2024-05-15,7.352,19.0,81.0,26.125,3.5535,CAT MOTO
2024-05-14,6.177,30.0,70.0,19.125,3.0962,CAT MOTO
2024-05-13,8.954,16.0,84.0,31.125,3.4761,CAT MOTO
2024-05-12,4.604,20.0,80.0,15.625,3.3938,CAT MOTO
2024-05-11,8.032,6.0,94.0,29.125,3.6261,CAT MOTO
2024-05-10,7.397,12.0,88.0,26.875,3.6332,CAT MOTO
2024-05-09,5.584,16.0,84.0,19.2499,3.4473,CAT MOTO
2024-05-08,7.133,9.0,91.0,27.5,3.8553,CAT MOTO
2024-05-07,9.204,9.0,91.0,35.7499,3.8842,CAT MOTO
2024-05-06,6.809,17.0,83.0,24.75,3.6349,CAT MOTO
2024-05-05,8.315,22.0,78.0,25.375,3.0517,CAT MOTO
2024-05-04,5.51,18.0,82.0,21.875,3.9701,CAT MOTO
2024-05-03,9.127,16.0,84.0,31.125,3.4102,CAT MOTO
2024-05-02,6.811,8.0,92.0,27.2499,4.0009,CAT MOTO
2024-05-01,8.993,17.0,83.0,30.2501,3.3637,CAT MOTO
2024-04-30,10.066,10.0,90.0,32.8749,3.2659,CAT MOTO
2024-04-29,8.201,14.0,86.0,29.9999,3.6581,CAT MOTO
2024-04-28,6.17,9.0,91.0,25.5,4.1329,CAT MOTO
2024-04-27,7.854,10.0,90.0,32.7499,4.1698,CAT MOTO
2024-04-26,8.776,9.0,91.0,37.625,4.2872,CAT MOTO
2024-04-25,7.19,10.0,90.0,27.5,3.8248,CAT MOTO
2024-04-24,8.898,7.0,93.0,37.8749,4.2566,CAT MOTO
2024-04-23,6.313,5.0,95.0,26.3749,4.1779,CAT MOTO
2024-04-22,5.266,16.0,84.0,21.6251,4.1066,CAT MOTO
2024-04-21,9.244,16.0,84.0,30.7499,3.3265,CAT MOTO
2024-04-20,9.689,13.0,87.0,30.8751,3.1866,CAT MOTO
2024-04-19,6.831,12.0,88.0,25.2501,3.6964,CAT MOTO
2024-04-18,9.992,12.0,88.0,35.7499,3.5778,CAT MOTO
2024-04-17,9.722,13.0,87.0,32.8749,3.3815,CAT MOTO
2024-04-16,10.801,14.0,86.0,36.75,3.4025,CAT MOTO
2024-04-15,9.642,12.0,88.0,35.1251,3.6429,CAT MOTO
2024-04-14,10.668,9.0,91.0,38.25,3.5855,CAT MOTO
2024-04-13,13.417,16.0,84.0,44.9999,3.354,CAT MOTO
2024-04-12,10.134,15.0,85.0,39.2499,3.8731,CAT MOTO
2024-04-11,9.779,28.0,72.0,33.6249,3.4385,CAT MOTO
2024-03-31,4.434,20.0,80.0,15.0,3.3829,CAT MOTO
2024-03-30,7.386,19.0,81.0,24.125,3.2663,CAT MOTO
2024-03-29,8.338,12.0,88.0,31.25,3.7479,CAT MOTO
2024-03-28,10.883,11.0,89.0,39.1249,3.595,CAT MOTO
2024-03-27,10.675,18.0,82.0,35.8751,3.3607,CAT MOTO
2024-03-26,7.012,15.0,85.0,27.0,3.8505,CAT MOTO
2024-03-25,9.975,9.0,91.0,37.1249,3.7218,CAT MOTO
2024-03-24,6.202,11.0,89.0,24.6251,3.9705,CAT MOTO
2024-03-23,8.339,10.0,90.0,30.5,3.6575,CAT MOTO
2024-03-22,10.548,9.0,91.0,38.4999,3.65,CAT MOTO
2024-03-21,15.459,12.0,88.0,54.5,3.5255,CAT MOTO
2024-03-20,9.19,10.0,90.0,33.4999,3.6453,CAT MOTO
2024-03-19,16.795,14.0,86.0,60.0001,3.5725,CAT MOTO
2024-03-18,8.821,10.0,90.0,31.875,3.6135,CAT MOTO
2024-03-17,6.264,13.0,87.0,23.6249,3.7715,CAT MOTO
